,Customer ID,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
426,1966,48.0,Male,Leggings,29.20038623565121,,M,Muted mustard yellow,Fall,,Next Day Air,No,0,Credit Card,
427,2448,19.0,Male,Backpack,32.30116838875161,,L,Muted mustard yellow,Fall,,Standard,No,0,Credit Card,
428,3320,36.0,Male,Running Shoes,25.41253200271335,North Dakota,M,Lemon yellow,Spring,,Express,No,17,Credit Card,Quarterly
429,3571,,Male,Sweater,37.1301824767225,Louisiana,XL,Lavender,Winter,,Standard,No,4,Credit Card,Quarterly
430,2925,25.0,Male,Handbag,36.31385588245071,Rhode Island,L,Baby blue,Summer,4.0,Standard,No,12,Credit Card,Quarterly
431,3047,23.0,Female,Sunglasses,22.027954009744995,Pennsylvania,M,Lavender,Summer,,Standard,No,2,Credit Card,Bi-Weekly
432,2151,43.0,Female,Shorts,24.402182225120427,Illinois,M,Muted mustard yellow,Summer,4.0,Standard,No,9,Credit Card,Quarterly
433,1845,48.0,Female,Socks,34.80329478413788,South Dakota,M,Muted mustard yellow,Fall,,Next Day Air,No,1,Credit Card,Quarterly
434,3735,49.0,Male,Sunglasses,25.39126018533215,California,M,Baby blue,Spring,4.0,Express,No,5,Credit Card,Annually
435,1777,26.0,Female,Shorts,29.51517001994848,Arizona,L,Fuchsia,Summer,,Standard,No,4,Credit Card,Annually
436,3612,43.0,Non-binary,Hoodie,27.07081579742232,Washington,M,Terra cotta,Winter,5.0,Standard,No,20,Credit Card,Quarterly
437,2089,28.0,Male,Scarf,33.352504869377164,California,L,Brown,Fall,,Standard,No,1,Credit Card,Annually
438,3498,37.0,Female,Scarf,22.57343549318108,Colorado,M,Burnt orange,Winter,4.0,Standard,No,0,Credit Card,
439,3270,35.0,Female,T-shirt,33.263762353248225,Ohio,M,White,Summer,4.0,Standard,No,5,Credit Card,Bi-Weekly
440,2121,32.0,Female,Running Shoes,28.83749022263232,Missouri,S,Baby blue,Summer,,Standard,No,1,Credit Card,Bi-Weekly
441,3662,41.0,Female,Shorts,25.29858685092677,Kansas,S,Fuchsia,Summer,4.0,Standard,No,12,Credit Card,Annually
442,2438,,Female,Leggings,30.263342831072706,Wyoming,XL,Brown,Winter,,Standard,No,7,Credit Card,Annually
443,3091,47.0,Female,T-shirt,32.10616348193369,Texas,M,White,Spring,,Standard,No,4,Credit Card,Monthly
444,3639,,Male,Dress,24.236675857574298,Kansas,M,Black,Fall,5.0,Store Pickup,No,17,Credit Card,Monthly
445,2723,48.0,Female,Sweater,26.28762677551835,Maine,M,Black,Winter,2.0,Express,No,1,Credit Card,Bi-Weekly
446,2680,23.0,Female,Pajamas,45.38086719302491,Montana,S,Brick red,Winter,2.0,Next Day Air,No,10,Credit Card,Monthly
447,3359,20.0,Male,Sweater,29.000262932514374,Tennessee,M,Muted mustard yellow,Winter,5.0,Express,No,0,Credit Card,
448,2086,44.0,Female,Gloves,34.684726518576014,New York,M,Black,Winter,,Standard,No,7,Credit Card,Annually
449,2100,40.0,Female,Jacket,32.303363445026896,Oklahoma,L,Lemon yellow,Winter,,Standard,No,0,Credit Card,
450,1977,32.0,Female,Hoodie,31.101355799994625,Wyoming,M,Muted mustard yellow,Fall,,Standard,No,3,Credit Card,Bi-Weekly
451,2718,52.0,Female,Shorts,38.07059939203559,Nebraska,XL,Baby blue,Summer,4.0,Standard,No,11,Credit Card,Quarterly
452,2601,18.0,Female,Gloves,28.724432285176107,New York,M,Black,Winter,,Standard,No,3,Credit Card,Annually
453,3018,19.0,Female,Sweater,34.93686886665813,Wisconsin,S,Ruby Red,Winter,4.0,Standard,No,2,Credit Card,Quarterly
454,2287,32.0,Male,Sweater,19.53117564385323,South Dakota,L,Periwinkle,Winter,,Standard,No,16,Credit Card,Monthly
455,2405,,Male,T-shirt,25.696337221250825,West Virginia,L,Pale peach,Spring,,Standard,No,4,Credit Card,Quarterly
456,2067,41.0,Male,T-shirt,45.09853399128159,Illinois,M,Turquoise,Spring,,Standard,No,3,Credit Card,Quarterly
457,2219,60.0,Male,Hoodie,34.459901427104434,,M,Burnt orange,Winter,,Standard,No,1,Credit Card,Quarterly
458,2402,32.0,Male,Jeans,23.44203965826418,Oregon,M,Brick red,Fall,4.0,Standard,No,10,Credit Card,Quarterly
459,3585,33.0,Female,Socks,42.14427386693819,Florida,L,Terra cotta,Winter,,Standard,No,1,Credit Card,Bi-Weekly
460,2098,58.0,Male,Shorts,35.489304346949375,Iowa,S,Lavender,Summer,,Express,No,2,Credit Card,Bi-Weekly
461,1872,20.0,Female,Sunglasses,22.76724204962314,Illinois,XL,Baby blue,Spring,,Standard,No,1,Credit Card,Quarterly
462,3138,49.0,Female,Dress,40.837339149236016,Louisiana,M,Brick red,Fall,2.0,Next Day Air,No,7,Credit Card,Quarterly
463,2987,36.0,Male,Running Shoes,34.06412918666185,Arizona,S,Brick red,Fall,,Express,No,20,Credit Card,Annually
464,3189,59.0,Male,Sweater,27.555403720734933,Vermont,M,Brown,Winter,,Standard,No,0,Credit Card,
465,3146,19.0,Male,Scarf,26.376916317852118,Texas,XL,Fuchsia,Winter,,Standard,No,12,Credit Card,Annually
466,3163,,Female,Socks,34.658118061151974,Wisconsin,L,Black,Winter,,Standard,No,2,Credit Card,Quarterly
467,3800,25.0,Male,Shorts,36.53891147454765,Oklahoma,L,Lemon yellow,Spring,5.0,Express,No,20,Credit Card,Quarterly
468,2011,28.0,Female,Running Shoes,25.43748028769996,Texas,M,Brick red,Fall,,Next Day Air,No,11,Credit Card,Monthly
469,2496,31.0,Male,T-shirt,33.75702431749992,Nebraska,XL,Lemon yellow,Summer,2.0,Standard,No,3,Credit Card,Quarterly
470,2972,28.0,Male,T-shirt,39.97466283210693,Utah,L,Baby blue,Summer,,Standard,No,1,Credit Card,Quarterly
471,2574,31.0,Male,Leggings,28.87760898724867,New Mexico,M,Black,Fall,,Standard,No,2,Credit Card,Annually
472,3130,33.0,Male,Hoodie,32.792484344030804,Maryland,S,Burnt orange,Winter,,Standard,No,10,Credit Card,Bi-Weekly
473,3589,,Female,Pajamas,20.40904770865098,Michigan,M,Terra cotta,Winter,,Next Day Air,No,5,Credit Card,Quarterly
474,3291,26.0,Male,Leggings,29.192891409040925,North Dakota,L,Aubergine,Winter,,Standard,No,8,Credit Card,Quarterly
475,3732,22.0,Male,Handbag,32.12949820837635,West Virginia,M,Lavender,Fall,,Standard,No,7,Credit Card,Quarterly
476,2643,41.0,Female,Dress,35.40246362160854,Iowa,L,White,Summer,5.0,Standard,No,5,Credit Card,Monthly
477,2988,29.0,Female,Pajamas,30.869794898474677,Louisiana,L,Black,Winter,,Standard,No,8,Credit Card,Quarterly
478,3331,30.0,Male,T-shirt,38.95124532100841,,M,Lavender,Summer,,Standard,No,4,Credit Card,Annually
479,3307,20.0,Female,Dress,32.6887243790267,Colorado,L,White,Summer,5.0,Standard,No,20,Credit Card,Quarterly
480,2387,,Female,Sweater,34.00938905810303,Illinois,L,Fuchsia,Fall,,Standard,No,3,Credit Card,Quarterly
481,1895,32.0,Male,Handbag,31.55496260929433,Arizona,M,Mauve,Fall,5.0,Standard,No,3,Credit Card,Quarterly
482,2766,24.0,Female,Shorts,15.122113762533653,Colorado,M,Turquoise,Spring,,Standard,No,2,Credit Card,Annually
483,3503,22.0,Male,Running Shoes,31.791492687158296,Massachusetts,M,Lavender,Summer,,Standard,No,20,Credit Card,Monthly
484,1821,,Female,Gloves,24.42785080249664,Washington,XL,Brick red,Fall,,Next Day Air,No,16,Credit Card,Quarterly
485,2455,23.0,Female,Handbag,23.43049636659993,Alaska,M,Aubergine,Fall,5.0,Express,No,20,Credit Card,Monthly
486,3100,48.0,Female,Handbag,30.764852746742857,Michigan,S,Turquoise,Summer,,Standard,No,11,Credit Card,Quarterly
487,2482,22.0,Female,Sweater,30.966126991858143,New Jersey,XL,Terra cotta,Fall,,Standard,No,3,Credit Card,Monthly
488,2295,42.0,Male,Socks,24.188052801459143,Maryland,M,Ruby Red,Fall,5.0,Standard,No,1,Credit Card,Quarterly
489,1925,47.0,Female,T-shirt,36.131613074184266,Michigan,M,Pale peach,Summer,4.0,Standard,No,0,Credit Card,
490,1697,36.0,Male,Shorts,17.67492911220733,West Virginia,S,Fuchsia,Spring,1.0,Standard,No,0,Credit Card,
491,2539,58.0,Male,Scarf,21.21707608398691,,M,Black,Winter,5.0,Standard,No,4,Credit Card,Monthly
492,1879,39.0,Male,Scarf,26.57417246622288,Oklahoma,L,Periwinkle,Fall,,Express,No,0,Credit Card,
493,3290,27.0,Female,Gloves,26.93592006047139,Montana,M,Periwinkle,Winter,,Express,No,4,Credit Card,Bi-Weekly
494,2307,,Female,Hoodie,24.79501584839388,Florida,L,Ruby Red,Winter,1.0,Standard,No,12,Credit Card,Monthly
495,3207,18.0,Male,Running Shoes,25.985447828036627,California,M,Baby blue,Fall,,Standard,No,2,Credit Card,Bi-Weekly
496,3763,38.0,Female,Gloves,31.521084649557384,New York,L,Brown,Fall,,Standard,No,0,Credit Card,
497,2635,23.0,Male,Running Shoes,19.7677409509696,North Carolina,S,Lemon yellow,Summer,2.0,Standard,No,0,Credit Card,
498,1712,29.0,Male,Shorts,19.22149288400876,,M,White,Spring,,Standard,No,7,Credit Card,Annually
499,2057,50.0,Female,Gloves,23.648943840332723,Minnesota,L,Burnt orange,Winter,1.0,Standard,No,3,Credit Card,Bi-Weekly
500,1739,39.0,Female,Leggings,34.29065445805483,Tennessee,M,Brown,Winter,2.0,Standard,No,11,Credit Card,Annually
501,2585,38.0,Female,Sunglasses,28.23853968085062,Florida,L,Lavender,Spring,4.0,Standard,No,20,Credit Card,Monthly
502,1767,24.0,Female,Hoodie,36.91378078231352,Alaska,S,Aubergine,Winter,,Standard,No,2,Credit Card,Monthly
503,3885,23.0,Female,Shorts,40.903372510123056,Maryland,M,Periwinkle,Spring,,Standard,No,1,Credit Card,Monthly
504,1853,28.0,Male,Shorts,22.546931345559837,Pennsylvania,XL,Turquoise,Summer,,Standard,No,4,Credit Card,Quarterly
505,2564,21.0,Male,Hoodie,34.00788576332033,Massachusetts,XL,Terra cotta,Winter,,Standard,No,20,Credit Card,Quarterly
506,2493,30.0,Female,Backpack,27.27807379926468,,S,Mauve,Winter,4.0,Standard,No,16,Credit Card,Quarterly
507,2852,31.0,Female,Backpack,25.790386677578,Nevada,L,Burnt orange,Winter,,Standard,No,9,Credit Card,Quarterly
508,3017,26.0,Male,Sweater,27.894021216137716,Indiana,L,Ruby Red,Fall,2.0,Standard,No,2,Credit Card,Quarterly
509,3014,56.0,Female,Hoodie,30.216973283335484,Arizona,L,Terra cotta,Winter,,Standard,No,1,Credit Card,Monthly
510,2986,43.0,Female,Running Shoes,26.295547580995667,Hawaii,S,White,Spring,,Standard,No,10,Credit Card,Monthly
511,2623,,Male,Running Shoes,30.125267992017463,,M,Mauve,Fall,4.0,Standard,No,20,Credit Card,Quarterly
512,2848,27.0,Male,Jacket,15.591736336324058,Connecticut,L,Black,Fall,1.0,Standard,No,1,Credit Card,Bi-Weekly
513,2652,31.0,Male,Dress,30.1238041747921,,M,Brown,Fall,,Standard,No,20,Credit Card,Quarterly
514,2220,30.0,Male,Sunglasses,27.100295058634508,Minnesota,S,Lavender,Spring,,Standard,No,6,Credit Card,Quarterly
515,3587,33.0,Male,Running Shoes,22.09037721570403,Idaho,M,Lavender,Summer,,Standard,No,2,Credit Card,Bi-Weekly
516,2065,34.0,Female,Handbag,23.14624888251126,Arkansas,M,Lemon yellow,Summer,,Standard,No,0,Credit Card,
517,1993,31.0,Male,Sunglasses,23.15832654625796,New Jersey,L,White,Summer,,Standard,No,1,Credit Card,Monthly
518,2721,58.0,Male,Sunglasses,29.19164607045077,Maryland,M,Periwinkle,Summer,4.0,Next Day Air,No,20,Credit Card,Quarterly
519,2560,33.0,Female,Jacket,24.498980260242465,,S,Muted mustard yellow,Winter,,Express,No,8,Credit Card,Quarterly
520,1976,36.0,Female,Shorts,37.69620059918847,Illinois,L,Periwinkle,Summer,,Express,No,20,Credit Card,Monthly
521,2979,41.0,Female,Socks,22.40467157837393,Idaho,S,Burnt orange,Winter,,Standard,No,1,Credit Card,Quarterly
522,2519,63.0,Male,Backpack,34.659491386122475,Maine,XL,Mauve,Fall,,Standard,No,0,Bank Transfer,
523,3099,49.0,Male,T-shirt,30.88155021563946,New Mexico,L,Periwinkle,Summer,,Standard,No,7,Credit Card,Quarterly
524,1748,20.0,Male,Boots,30.71453734198572,New Hampshire,M,Aubergine,Fall,4.0,Standard,No,20,Credit Card,Quarterly
525,2437,40.0,Male,Sunglasses,27.53343572603285,Connecticut,M,Lavender,Summer,,Standard,No,7,Credit Card,Annually
526,3435,38.0,Non-binary,Handbag,28.399280716694992,Ohio,S,Turquoise,Summer,4.0,Standard,No,20,Credit Card,Monthly
527,3147,42.0,Female,T-shirt,25.24898552753406,,S,Lavender,Spring,5.0,Standard,No,1,Credit Card,Monthly
528,2665,26.0,Male,Socks,26.14617274158208,Illinois,L,Baby blue,Winter,,Express,No,3,Credit Card,Quarterly
529,2951,32.0,Male,Sunglasses,28.69782816115562,Iowa,S,Brick red,Fall,,Express,No,9,Credit Card,Bi-Weekly
530,3412,46.0,Male,Jeans,34.56938900864674,New York,L,Brick red,Fall,,Standard,No,3,Credit Card,Bi-Weekly
531,2441,29.0,Male,Sweater,29.80759020714337,Indiana,M,Brown,Winter,5.0,Standard,No,6,Credit Card,Monthly
532,3354,33.0,Male,Running Shoes,29.85959232977977,Ohio,L,Lemon yellow,Summer,1.0,Standard,No,0,Credit Card,
533,2285,18.0,Male,Running Shoes,30.41419850849528,Iowa,XL,White,Spring,,Standard,No,0,Credit Card,
534,2369,30.0,Female,Pajamas,30.798212224621665,New Jersey,M,Turquoise,Winter,,Standard,No,15,Credit Card,Quarterly
535,1772,37.0,Female,Boots,33.35695830136009,,XL,Muted mustard yellow,Winter,,Standard,No,3,Credit Card,Bi-Weekly
536,1724,30.0,Male,Running Shoes,29.242763905325635,New York,XL,Lavender,Summer,4.0,Express,No,3,Credit Card,Annually
537,1981,27.0,Female,Gloves,41.40343546792713,Iowa,M,Black,Winter,4.0,Standard,No,1,Credit Card,Bi-Weekly
538,1945,27.0,Male,Hoodie,33.4879011652891,Arkansas,M,Muted mustard yellow,Winter,,Standard,No,12,Credit Card,Annually
539,3345,20.0,Female,Sunglasses,29.978609435133865,Washington,XL,White,Summer,5.0,Standard,No,12,Credit Card,Quarterly
540,2025,,Female,Shorts,34.02983237233377,Arkansas,L,White,Fall,4.0,Standard,No,2,Credit Card,Monthly
541,2911,39.0,Male,T-shirt,25.995737134490334,Mississippi,M,Baby blue,Summer,2.0,Express,No,8,Credit Card,Bi-Weekly
542,3546,25.0,Male,Gloves,21.17176558838977,Connecticut,M,Mauve,Fall,,Standard,No,8,Credit Card,Quarterly
543,2330,34.0,Female,Boots,24.292742404450436,Nebraska,S,Mauve,Fall,4.0,Standard,No,15,Credit Card,Quarterly
544,3050,21.0,Female,Socks,39.31283600764261,Utah,L,Aubergine,Winter,4.0,Standard,No,10,Credit Card,Quarterly
545,3198,32.0,Male,Sunglasses,34.83102587228916,Maine,M,Turquoise,Summer,,Standard,No,4,Credit Card,Quarterly
546,2846,27.0,Female,Jeans,27.661422762102795,South Dakota,L,White,Fall,,Standard,No,4,Credit Card,Quarterly
547,3155,,Female,Leggings,32.0314271338917,Connecticut,M,Brown,Winter,,Standard,No,0,Credit Card,
548,3049,25.0,Female,Scarf,17.765898857926725,Colorado,M,Brick red,Winter,,Standard,No,20,Credit Card,Bi-Weekly
549,3685,26.0,Female,Running Shoes,25.16031717271561,Pennsylvania,L,Lemon yellow,Fall,,Next Day Air,No,2,Credit Card,Quarterly
550,3446,34.0,Male,Dress,28.488075941908697,Florida,M,Turquoise,Summer,,Standard,No,5,Credit Card,Quarterly
551,2929,27.0,Male,Dress,38.23113088084176,Alabama,L,Pale peach,Spring,,Standard,No,7,Credit Card,Annually
552,2182,32.0,Male,Socks,42.98042784449632,,M,Brown,Fall,,Standard,No,0,Credit Card,
553,3745,29.0,Female,Gloves,25.44263016538166,,M,Ruby Red,Fall,2.0,Next Day Air,No,2,Credit Card,Annually
554,3485,20.0,Female,Pajamas,35.25357268590418,Illinois,L,Mauve,Fall,,Standard,No,7,Credit Card,Annually
555,1851,42.0,Male,Jeans,37.16004614915333,Wyoming,S,Baby blue,Fall,,Next Day Air,No,2,Credit Card,Annually
556,1883,18.0,Male,Scarf,20.613956019382236,Tennessee,L,Terra cotta,Fall,,Standard,No,9,Credit Card,Quarterly
557,2813,29.0,Female,Scarf,34.834919791568254,North Dakota,XL,Brick red,Winter,,Next Day Air,No,3,Credit Card,Quarterly
558,2543,26.0,Male,Sunglasses,25.9847155526343,Arkansas,M,Pale peach,Summer,,Standard,No,3,Credit Card,Quarterly
559,1795,29.0,Female,Belt,23.94296844628097,Ohio,L,Aubergine,Fall,,Standard,No,2,Credit Card,Quarterly
560,3110,,Male,Backpack,27.1269096462122,Illinois,M,Terra cotta,Winter,,Standard,No,6,Credit Card,Quarterly
561,3644,20.0,Female,Running Shoes,28.465988692012825,Tennessee,XL,Lavender,Spring,2.0,Express,No,9,Credit Card,Monthly
562,3761,26.0,Male,Scarf,32.211492153333445,Connecticut,M,Burnt orange,Winter,4.0,Standard,No,5,Credit Card,Monthly
563,2783,29.0,Male,Leggings,30.875071329515908,,S,Lavender,Winter,,Standard,No,5,Credit Card,Quarterly
564,2705,33.0,Male,Dress,31.40161315768583,Tennessee,L,Baby blue,Summer,5.0,Standard,No,5,Credit Card,Quarterly
565,3205,,Female,Dress,31.709566097843783,New Mexico,XL,Terra cotta,Fall,4.0,Standard,No,14,Credit Card,Bi-Weekly
566,3411,37.0,Male,Jacket,30.563287015026543,Ohio,L,Black,Winter,,Standard,No,14,Credit Card,Bi-Weekly
567,3397,40.0,Male,T-shirt,21.453675744726976,,XL,White,Summer,,Standard,No,0,Credit Card,
568,3151,28.0,Female,Shorts,33.16856154467678,Georgia,M,Lavender,Summer,,Standard,No,5,Credit Card,Bi-Weekly
569,2632,29.0,Male,Sunglasses,21.94346703598503,Connecticut,S,Brick red,Summer,,Standard,No,19,Credit Card,Annually
570,1741,37.0,Female,Shorts,33.54677444780463,Wisconsin,L,Baby blue,Spring,,Standard,No,3,Credit Card,Annually
571,3040,33.0,Male,Sunglasses,25.943626359930136,Alabama,L,Fuchsia,Summer,4.0,Standard,No,0,Credit Card,
572,3063,26.0,Male,Shorts,30.28000767106209,California,L,Turquoise,Summer,2.0,Standard,No,13,Credit Card,Quarterly
573,3177,64.0,Female,Sunglasses,36.59148323378413,Arkansas,XL,Pale peach,Spring,4.0,Standard,No,20,Bank Transfer,Bi-Weekly
574,3501,34.0,Male,T-shirt,30.00269694197208,Oregon,S,Baby blue,Spring,5.0,Standard,No,3,Credit Card,Monthly
575,2222,20.0,Female,Jeans,27.77588591003087,Kansas,XL,Brick red,Fall,,Standard,No,1,Credit Card,Annually
576,3229,50.0,Female,Shorts,25.470482686826458,,M,Turquoise,Spring,,Express,No,0,Credit Card,
577,3124,52.0,Male,Dress,36.07553959416034,Iowa,XL,Ruby Red,Fall,4.0,Standard,No,16,Credit Card,Quarterly
578,1951,43.0,Female,Shorts,36.22875566737893,Arkansas,L,Turquoise,Summer,,Standard,No,10,Credit Card,Monthly
579,3895,38.0,Male,Handbag,37.40963913728777,Connecticut,L,Lavender,Spring,,Express,No,5,Credit Card,Annually
580,2419,41.0,Female,Pajamas,32.17635574420006,Michigan,S,Black,Winter,,Express,No,0,Credit Card,
581,2018,62.0,Female,Boots,30.274086303028373,Massachusetts,S,Black,Winter,,Standard,No,0,Bank Transfer,
582,2346,19.0,Male,Gloves,28.837075585138823,,S,Black,Winter,1.0,Standard,No,1,Credit Card,Quarterly
583,2553,,Male,Shorts,42.855808199955405,Maryland,XL,Lemon yellow,Spring,,Express,No,20,Credit Card,Quarterly
584,2094,36.0,Female,Shorts,32.56769868717893,Washington,M,Periwinkle,Summer,,Standard,No,2,Credit Card,Quarterly
585,1971,33.0,Female,Pajamas,45.84659580761573,Maryland,M,Burnt orange,Winter,,Standard,No,15,Credit Card,Bi-Weekly
586,3162,29.0,Female,Gloves,41.54057029465034,Massachusetts,S,Burnt orange,Fall,5.0,Standard,No,11,Credit Card,Quarterly
587,1865,52.0,Female,Running Shoes,25.82990618640325,,S,Lemon yellow,Summer,,Standard,No,3,Credit Card,Quarterly
588,2406,36.0,Female,Dress,35.18034173765089,California,XL,Pale peach,Spring,,Standard,No,9,Credit Card,Quarterly
589,2858,20.0,Female,Handbag,37.35118304067838,Utah,S,Baby blue,Summer,5.0,Standard,No,12,Credit Card,Annually
590,2459,24.0,Male,Gloves,27.266869741113897,Texas,L,Lavender,Winter,,Standard,No,20,Credit Card,Monthly
591,2192,,Female,Shorts,26.63695788285529,Pennsylvania,S,Pale peach,Summer,,Standard,No,1,Credit Card,Monthly
592,2565,31.0,Male,Scarf,24.40742744999356,Kentucky,L,Terra cotta,Fall,,Standard,No,5,Credit Card,Quarterly
593,2010,35.0,Female,Backpack,28.73678845567025,Alabama,M,Aubergine,Winter,,Standard,No,3,Credit Card,Monthly
594,2052,46.0,Female,Sunglasses,28.45282672812441,Massachusetts,L,Periwinkle,Summer,,Standard,No,9,Credit Card,Bi-Weekly
595,3008,,Male,Hoodie,29.8914056663186,New York,L,Black,Winter,,Standard,No,4,Credit Card,Bi-Weekly
596,2650,54.0,Male,Jacket,26.947136532517376,Minnesota,M,Brown,Fall,,Standard,No,2,Credit Card,Annually
597,1921,61.0,Male,T-shirt,30.95092106826961,Connecticut,M,White,Summer,,Standard,No,1,Bank Transfer,Annually
598,3430,30.0,Male,Sunglasses,22.874075889049426,Alaska,S,Muted mustard yellow,Spring,,Standard,No,0,Credit Card,
599,2091,,Female,Dress,31.941431894017025,Massachusetts,S,Pale peach,Summer,,Standard,No,5,Credit Card,Monthly
600,2957,60.0,Male,Scarf,32.89583994806662,Montana,M,Aubergine,Fall,,Next Day Air,No,7,Credit Card,Monthly
601,3756,31.0,Male,Sunglasses,28.149118451989047,Pennsylvania,M,Baby blue,Fall,,Standard,No,8,Credit Card,Quarterly
602,2372,31.0,Male,Leggings,32.52024647078097,Indiana,M,Brown,Winter,4.0,Standard,No,15,Credit Card,Quarterly
603,3712,33.0,Female,Dress,31.252976689661907,Texas,XL,White,Summer,,Standard,No,4,Credit Card,Annually
604,3653,,Male,Jacket,33.89046166409805,Kentucky,S,Black,Fall,,Next Day Air,No,4,Credit Card,Monthly
605,3071,40.0,Female,Handbag,35.38357091672414,Alabama,XL,White,Summer,,Standard,No,8,Credit Card,Monthly
606,3224,31.0,Male,Leggings,37.948686061193534,Montana,S,Black,Fall,,Standard,No,20,Credit Card,Quarterly
607,2270,32.0,Male,Running Shoes,23.563070158171456,Kentucky,M,White,Summer,,Express,No,1,Credit Card,Quarterly
608,2303,38.0,Male,Gloves,29.57238495323438,Montana,L,Ruby Red,Winter,,Standard,No,4,Credit Card,Quarterly
609,1994,38.0,Male,Running Shoes,19.052854752182974,Arkansas,S,Pale peach,Spring,,Standard,No,0,Credit Card,
610,3560,24.0,Female,Dress,30.080546381888396,,M,Turquoise,Summer,2.0,Standard,No,10,Credit Card,Quarterly
611,3876,28.0,Female,Dress,41.8378375427146,New Hampshire,M,Fuchsia,Summer,,Standard,No,10,Credit Card,Monthly
612,3804,31.0,Female,Backpack,20.382454640588087,Connecticut,M,Brick red,Fall,,Standard,No,2,Credit Card,Monthly
613,2361,36.0,Male,Pajamas,26.71097628931089,New York,L,Brick red,Winter,4.0,Standard,No,1,Credit Card,Monthly
614,3472,55.0,Male,Jeans,33.36283334707678,,S,Ruby Red,Fall,,Standard,No,4,Credit Card,Annually
615,3737,56.0,Male,Boots,26.640960710589223,Idaho,M,Burnt orange,Fall,4.0,Standard,No,20,Credit Card,Monthly
616,2391,40.0,Female,Running Shoes,15.441080171129432,Arizona,XL,Baby blue,Summer,,Standard,No,6,Credit Card,Annually
617,2013,47.0,Female,Jacket,42.68926391472719,Nevada,L,Lavender,Fall,,Standard,No,6,Credit Card,Monthly
618,2802,47.0,Male,Running Shoes,31.10434109193342,New Mexico,M,Fuchsia,Summer,,Next Day Air,No,2,Credit Card,Quarterly
619,3424,23.0,Male,T-shirt,33.192073069614075,Massachusetts,M,Fuchsia,Summer,2.0,Standard,No,13,Credit Card,Quarterly
620,2251,32.0,Male,Handbag,20.10135667620664,,L,Turquoise,Summer,1.0,Standard,No,14,Credit Card,Quarterly
621,2316,38.0,Female,Scarf,34.82551210425412,Vermont,M,Baby blue,Winter,,Standard,No,4,Credit Card,Monthly
622,2937,46.0,Female,Dress,26.61336751777926,Washington,M,Turquoise,Spring,4.0,Standard,No,3,Credit Card,Quarterly
623,2912,44.0,Male,Running Shoes,35.3522334161388,Ohio,XL,Lavender,Summer,,Next Day Air,No,1,Credit Card,Monthly
624,3042,33.0,Female,Jacket,33.40048106275651,Rhode Island,M,Terra cotta,Fall,,Standard,No,6,Credit Card,Monthly
625,2545,37.0,Male,Leggings,32.55387798509052,Delaware,M,Black,Winter,2.0,Express,No,8,Credit Card,Quarterly
626,1728,36.0,Female,T-shirt,41.044959024461534,Virginia,S,Turquoise,Summer,,Standard,No,1,Credit Card,Annually
627,2465,33.0,Female,Running Shoes,29.594468773111117,Hawaii,L,Fuchsia,Summer,4.0,Standard,No,20,Credit Card,Quarterly
628,1965,23.0,Male,Sunglasses,23.40219805461951,West Virginia,S,Brown,Fall,,Standard,No,3,Credit Card,Quarterly
629,2012,,Non-binary,Backpack,36.75030518428122,West Virginia,M,Ruby Red,Winter,,Standard,No,6,Credit Card,Quarterly
630,2826,19.0,Male,Backpack,29.92144627311671,North Carolina,M,Aubergine,Winter,,Standard,No,0,Credit Card,
631,2242,40.0,Female,Handbag,35.526214530404786,Maryland,M,Periwinkle,Summer,,Standard,No,3,Credit Card,Bi-Weekly
632,2584,,Male,Scarf,40.27855443045173,Oklahoma,M,Black,Winter,5.0,Standard,No,0,Credit Card,
633,1733,26.0,Female,Sweater,33.37127448793256,Rhode Island,S,Terra cotta,Fall,4.0,Standard,No,8,Credit Card,Monthly
634,3488,30.0,Male,Sweater,29.05329796383061,West Virginia,L,Terra cotta,Winter,5.0,Express,No,1,Credit Card,Monthly
635,2644,,Female,Pajamas,36.69690861549223,Maryland,S,Lavender,Fall,,Standard,No,2,Credit Card,Annually
636,1810,19.0,Male,Boots,26.84379667232735,Alaska,S,Terra cotta,Winter,,Next Day Air,No,2,Credit Card,Quarterly
637,2901,23.0,Female,Socks,26.846747952376887,Maryland,XL,Terra cotta,Fall,5.0,Express,No,11,Credit Card,Monthly
638,3361,29.0,Male,Shorts,44.15423979834735,,M,Lemon yellow,Summer,5.0,Standard,No,1,Credit Card,Annually
639,3615,50.0,Female,Shorts,22.398641946059094,Delaware,L,Baby blue,Summer,,Standard,No,0,Credit Card,
640,2847,22.0,Non-binary,Handbag,25.08101609879397,Oklahoma,XL,White,Summer,,Standard,No,7,Credit Card,Quarterly
641,2546,45.0,Male,Dress,18.337130476166426,Texas,L,Lavender,Spring,,Standard,No,14,Credit Card,Quarterly
642,2952,39.0,Male,Hoodie,27.41556267922011,Arkansas,L,Ruby Red,Winter,4.0,Express,No,0,Credit Card,
643,3422,30.0,Male,T-shirt,26.98611997908259,,M,Lavender,Summer,,Express,No,2,Credit Card,Quarterly
644,3195,21.0,Female,Sunglasses,32.811350088618624,Maryland,L,Lemon yellow,Spring,4.0,Standard,No,6,Credit Card,Monthly
645,1796,21.0,Male,Pajamas,21.82250033906027,Wisconsin,S,Mauve,Winter,,Standard,No,5,Credit Card,Quarterly
